# Region type : faceZone InSurface
# Faces  :      548
# Area   :      4.17307897e+01
# Time          	areaAverage(surfaceInterpolate(p))
0.002           
72.802          	2.03523429e-01
73.002          	2.03523429e-01
73.202          	2.12406653e-01
73.402          	2.12406653e-01
73.602          	2.10043092e-01
73.802          	2.10043092e-01
74.002          	2.10043092e-01
74.202          	2.02995656e-01
74.402          	2.02995656e-01
74.602          	1.95870167e-01
74.802          	1.95870167e-01
75.002          	1.95870167e-01
75.202          	1.87647008e-01
75.402          	1.87647008e-01
75.602          	1.79031560e-01
75.802          	1.79031560e-01
76.002          	1.79031560e-01
76.202          	1.76162484e-01
76.402          	1.76162484e-01
76.602          	1.84748704e-01
76.802          	1.84748704e-01
77.002          	1.84748704e-01
77.202          	2.00717336e-01
77.402          	2.00717336e-01
77.602          	2.09229808e-01
77.802          	2.09229808e-01
78.002          	2.09229808e-01
78.202          	2.07728647e-01
78.402          	2.07728647e-01
78.602          	2.03858074e-01
78.802          	2.03858074e-01
79.002          	2.03858074e-01
79.202          	2.01550235e-01
79.402          	2.01550235e-01
79.602          	1.92892165e-01
79.802          	1.92892165e-01
80.002          	1.92892165e-01
80.202          	1.85444126e-01
80.402          	1.85444126e-01
80.602          	1.85352375e-01
80.802          	1.85352375e-01
81.002          	1.85352375e-01
81.202          	1.89780677e-01
81.402          	1.89780677e-01
81.602          	1.94207867e-01
81.802          	1.94207867e-01
82.002          	1.94207867e-01
82.202          	2.00365719e-01
82.402          	2.00365719e-01
82.602          	2.02836186e-01
82.802          	2.02836186e-01
83.002          	2.02836186e-01
83.202          	1.99786118e-01
83.402          	1.99786118e-01
83.602          	1.93651911e-01
83.802          	1.93651911e-01
84.002          	1.93651911e-01
84.202          	1.89036249e-01
84.402          	1.89036249e-01
84.602          	1.88633046e-01
84.802          	1.88633046e-01
85.002          	1.88633046e-01
85.202          	1.89769298e-01
85.402          	1.89769298e-01
85.602          	1.91232416e-01
85.802          	1.91232416e-01
86.002          	1.91232416e-01
86.202          	1.94791300e-01
86.402          	1.94791300e-01
86.602          	2.01291121e-01
86.802          	2.01291121e-01
87.002          	2.01291121e-01
87.202          	2.02764927e-01
87.402          	2.02764927e-01
87.602          	1.99173725e-01
87.802          	1.99173725e-01
88.002          	1.99173725e-01
88.202          	1.94249883e-01
88.402          	1.94249883e-01
88.602          	1.93806768e-01
88.802          	1.93806768e-01
89.002          	1.93806768e-01
89.202          	1.93491676e-01
89.402          	1.93491676e-01
89.602          	1.93451638e-01
89.802          	1.93451638e-01
90.002          	1.93451638e-01
90.202          	1.94347651e-01
90.402          	1.94347651e-01
90.602          	1.95778358e-01
90.802          	1.95778358e-01
91.002          	1.95778358e-01
91.202          	1.99795405e-01
91.402          	1.99795405e-01
91.602          	2.00917994e-01
91.802          	2.00917994e-01
92.002          	2.00917994e-01
92.202          	1.96902638e-01
92.402          	1.96902638e-01
92.602          	1.91518260e-01
92.802          	1.91518260e-01
93.002          	1.91518260e-01
93.202          	1.92362601e-01
93.402          	1.92362601e-01
93.602          	1.96860276e-01
93.802          	1.96860276e-01
94.002          	1.96860276e-01
94.202          	1.98405416e-01
94.402          	1.98405416e-01
94.602          	1.97196652e-01
94.802          	1.97196652e-01
95.002          	1.97196652e-01
95.202          	1.99938058e-01
95.402          	1.99938058e-01
95.602          	2.04053554e-01
95.802          	2.04053554e-01
96.002          	2.04053554e-01
96.202          	2.01052609e-01
96.402          	2.01052609e-01
96.602          	1.94620943e-01
96.802          	1.94620943e-01
97.002          	1.94620943e-01
97.202          	1.93806295e-01
97.402          	1.93806295e-01
97.602          	1.95110217e-01
97.802          	1.95110217e-01
98.002          	1.95110217e-01
98.202          	1.94618635e-01
98.402          	1.94618635e-01
98.602          	1.93804961e-01
98.802          	1.93804961e-01
99.002          	1.93804961e-01
99.202          	1.91031304e-01
99.402          	1.91031304e-01
99.602          	1.92073329e-01
99.802          	1.92073329e-01
100.002         	1.92073329e-01
100.202         	1.96480464e-01
100.402         	1.96480464e-01
100.602         	1.99667193e-01
100.802         	1.99667193e-01
101.002         	1.99667193e-01
101.202         	1.98349620e-01
101.402         	1.98349620e-01
101.602         	1.96670740e-01
101.802         	1.96670740e-01
102.002         	1.96670740e-01
102.202         	1.96240975e-01
102.402         	1.96240975e-01
102.602         	1.94518409e-01
102.802         	1.94518409e-01
103.002         	1.94518409e-01
103.202         	1.92157099e-01
103.402         	1.92157099e-01
103.602         	1.92866712e-01
103.802         	1.92866712e-01
104.002         	1.92866712e-01
104.202         	1.94092550e-01
104.402         	1.94092550e-01
104.602         	1.97334988e-01
104.802         	1.97334988e-01
105.002         	1.97334988e-01
105.202         	1.98412000e-01
105.402         	1.98412000e-01
105.602         	1.99617302e-01
105.802         	1.99617302e-01
106.002         	1.99617302e-01
106.202         	2.02004960e-01
106.402         	2.02004960e-01
106.602         	2.01053086e-01
106.802         	2.01053086e-01
107.002         	2.01053086e-01
107.202         	1.97412786e-01
107.402         	1.97412786e-01
107.602         	1.94931624e-01
107.802         	1.94931624e-01
108.002         	1.94931624e-01
108.202         	1.94188032e-01
108.402         	1.94188032e-01
108.602         	1.93750431e-01
108.802         	1.93750431e-01
109.002         	1.93750431e-01
109.202         	1.93585113e-01
109.402         	1.93585113e-01
109.602         	1.96926766e-01
109.802         	1.96926766e-01
110.002         	1.96926766e-01
110.202         	2.01733863e-01
110.402         	2.01733863e-01
110.602         	2.01380317e-01
110.802         	2.01380317e-01
111.002         	2.01380317e-01
111.202         	1.96397774e-01
111.402         	1.96397774e-01
111.602         	1.92273636e-01
111.802         	1.92273636e-01
112.002         	1.92273636e-01
112.202         	1.95523221e-01
112.402         	1.95523221e-01
112.602         	1.99852217e-01
112.802         	1.99852217e-01
113.002         	1.99852217e-01
113.202         	1.95615768e-01
113.402         	1.95615768e-01
113.602         	1.95044022e-01
113.802         	1.95044022e-01
114.002         	1.95044022e-01
114.202         	2.02357286e-01
114.402         	2.02357286e-01
114.602         	2.03742359e-01
114.802         	2.03742359e-01
115.002         	2.03742359e-01
115.202         	1.97320634e-01
115.402         	1.97320634e-01
115.602         	1.91749118e-01
115.802         	1.91749118e-01
116.002         	1.91749118e-01
116.202         	1.93243375e-01
116.402         	1.93243375e-01
116.602         	1.97109142e-01
116.802         	1.97109142e-01
117.002         	1.97109142e-01
117.202         	1.93272278e-01
117.402         	1.93272278e-01
117.602         	1.87456059e-01
117.802         	1.87456059e-01
118.002         	1.87456059e-01
118.202         	1.91667599e-01
118.402         	1.91667599e-01
118.602         	1.99390485e-01
118.802         	1.99390485e-01
119.002         	1.99390485e-01
119.202         	2.01177587e-01
119.402         	2.01177587e-01
119.602         	1.97774145e-01
119.802         	1.97774145e-01
120.002         	1.97774145e-01
120.202         	1.97716298e-01
120.402         	1.97716298e-01
120.602         	1.99492143e-01
120.802         	1.99492143e-01
121.002         	1.99492143e-01
121.202         	2.00335459e-01
121.402         	2.00335459e-01
121.602         	1.96267417e-01
121.802         	1.96267417e-01
122.002         	1.96267417e-01
122.202         	1.92759537e-01
122.402         	1.92759537e-01
122.602         	1.97534475e-01
122.802         	1.97534475e-01
123.002         	1.97534475e-01
123.202         	2.01828581e-01
123.402         	2.01828581e-01
123.602         	2.03630313e-01
123.802         	2.03630313e-01
124.002         	2.03630313e-01
124.202         	2.04335068e-01
124.402         	2.04335068e-01
124.602         	2.05429560e-01
124.802         	2.05429560e-01
125.002         	2.05429560e-01
125.202         	2.06472410e-01
125.402         	2.06472410e-01
125.602         	2.02160344e-01
125.802         	2.02160344e-01
126.002         	2.02160344e-01
126.202         	1.95780091e-01
